Platform,Post_Type,Post_Content,Post_Timestamp,Likes,Comments,Shares,Impressions,Reach,Engagement_Rate,Audience_Age,Audience_Gender,Audience_Location,Sentiment,Post_Day,Content_Length
LinkedIn,Image,Choice resource live country.,2023-09-19 08:37:31,513,219,172,8977,2651,34.1,45,Female,Benin,Neutral,Tuesday,29
Facebook,Image,Born base answer painting key prove thus.,2023-09-19 07:35:35,189,200,130,4217,3767,13.78,28,Male,Kiribati,Negative,Tuesday,41
LinkedIn,Image,Discussion middle at beat responsibility son myself.,2023-09-19 07:33:53,126,360,149,3530,4353,14.59,20,Female,Cocos (Keeling) Islands,Neutral,Tuesday,52
Instagram,Image,Politics school assume report.,2023-09-19 05:48:10,380,133,0,7499,2937,17.47,49,Male,Ireland,Neutral,Tuesday,30
Twitter,Image,Trial myself if establish.,2023-09-19 04:00:03,355,113,102,6585,1985,28.72,33,Other,United States Minor Outlying Islands,Negative,Tuesday,26
LinkedIn,Link,Player bed during.,2023-09-19 03:27:36,46,255,194,2232,3595,13.77,40,Other,Martinique,Negative,Tuesday,18
Facebook,Video,Expect force mention themselves popular thing bag.,2023-09-19 03:10:39,793,384,151,9727,4913,27.03,32,Male,Madagascar,Neutral,Tuesday,50
LinkedIn,Image,South even man interesting.,2023-09-19 02:33:11,126,307,56,7442,3927,12.45,38,Female,Belarus,Positive,Tuesday,27
Facebook,Video,Leave knowledge fear consider hear nothing.,2023-09-19 02:09:30,64,88,36,3559,3977,4.73,28,Female,Swaziland,Neutral,Tuesday,43
Facebook,Video,Include between turn sport return.,2023-09-19 01:58:16,333,438,120,9612,3515,25.35,61,Male,Morocco,Positive,Tuesday,34
Twitter,Image,Reveal behind yes prove.,2023-09-19 01:04:14,713,175,83,8092,3115,31.17,34,Other,Comoros,Negative,Tuesday,24
Instagram,Image,Candidate machine little group know population street product.,2023-09-19 00:59:16,570,213,75,9640,3518,24.39,22,Female,Isle of Man,Positive,Tuesday,62
Twitter,Link,Arrive what expert.,2023-09-19 00:40:01,43,263,28,4333,3168,10.54,56,Male,French Southern Territories,Neutral,Tuesday,19
Facebook,Link,People tough similar its social forget line.,2023-09-19 00:21:25,480,196,18,6706,2679,25.91,39,Other,Heard Island and McDonald Islands,Positive,Tuesday,44
Instagram,Link,Finally continue yourself section contain skill early.,2023-09-18 23:59:41,337,134,166,4888,4294,14.83,18,Other,Luxembourg,Positive,Monday,54
Instagram,Link,Model stage fight guess stuff cover word.,2023-09-18 23:56:27,184,118,124,8184,4788,8.9,24,Female,Northern Mariana Islands,Negative,Monday,41
Instagram,Video,Husband risk thank eye represent college.,2023-09-18 23:33:10,14,5,142,1159,3936,4.09,33,Female,Niger,Positive,Monday,41
Facebook,Link,Why study accept enough news tax item.,2023-09-18 23:31:52,522,36,195,2415,1967,38.28,27,Other,Cape Verde,Negative,Monday,38
Twitter,Link,Occur break just through reveal.,2023-09-18 23:16:10,54,369,158,3910,1111,52.3,34,Male,Turks and Caicos Islands,Negative,Monday,32
Instagram,Video,Increase unit of sea bit political.,2023-09-18 20:54:06,907,97,64,1649,4120,25.92,48,Other,Morocco,Negative,Monday,35
Instagram,Video,Across listen with American we process necessary.,2023-09-18 20:42:54,759,206,21,1333,4041,24.4,19,Female,Vietnam,Negative,Monday,49
Facebook,Image,Anyone mouth clearly throughout economy.,2023-09-18 20:37:48,723,106,172,7567,1167,85.78,56,Female,Northern Mariana Islands,Positive,Monday,40
Instagram,Image,Soldier those deep interesting.,2023-09-18 20:16:52,100,250,182,1757,1750,30.4,63,Male,British Virgin Islands,Negative,Monday,31
Instagram,Link,Condition center arm kitchen entire debate than.,2023-09-18 19:52:04,16,444,72,1617,2199,24.19,28,Other,Reunion,Negative,Monday,48
Facebook,Link,Father every idea according reduce relate police.,2023-09-18 19:15:31,162,297,42,8933,2824,17.74,33,Male,Tanzania,Positive,Monday,49
LinkedIn,Image,Statement in artist popular network religious any husband.,2023-09-18 16:54:22,268,267,199,4130,4712,15.58,57,Other,Guam,Neutral,Monday,58
LinkedIn,Image,Can occur specific wear that then.,2023-09-18 15:07:56,282,187,95,4778,1325,42.57,21,Male,Senegal,Positive,Monday,34
Twitter,Video,Indicate anyone phone true.,2023-09-18 14:54:27,100,269,172,7275,1538,35.18,50,Other,India,Positive,Monday,27
LinkedIn,Link,Although reason allow knowledge.,2023-09-18 14:50:39,876,47,87,3777,3940,25.63,43,Female,Gambia,Neutral,Monday,32
Instagram,Video,Site run investment.,2023-09-18 14:20:06,455,130,143,1127,4134,17.61,28,Male,Micronesia,Neutral,Monday,20
Instagram,Video,No doctor debate.,2023-09-18 12:46:24,301,243,49,1130,2132,27.81,21,Male,Antigua and Barbuda,Negative,Monday,17
Facebook,Link,Buy someone base skill conference laugh worker image.,2023-09-18 12:36:43,606,82,177,8424,4091,21.14,59,Other,Mayotte,Positive,Monday,53
Facebook,Image,Education face back two.,2023-09-18 11:49:32,232,202,84,1397,1980,26.16,24,Other,Somalia,Neutral,Monday,24
Instagram,Image,Choice sister worry experience receive rule.,2023-09-18 11:45:31,398,285,48,7711,2243,32.59,29,Male,Niue,Neutral,Monday,44
Facebook,Video,Republican wrong another history.,2023-09-18 11:42:13,442,369,14,9631,1933,42.68,65,Female,Mayotte,Positive,Monday,33
Instagram,Video,Leader rather central black food.,2023-09-18 11:08:14,294,170,163,5265,1029,60.93,29,Male,Cook Islands,Neutral,Monday,33
Twitter,Image,Not say thought report.,2023-09-18 10:44:11,876,24,68,9909,3967,24.4,53,Male,Mayotte,Positive,Monday,23
LinkedIn,Image,Keep family brother send develop mouth hold.,2023-09-18 10:38:00,595,122,67,2812,4382,17.89,39,Male,Turkey,Negative,Monday,44
Instagram,Link,Personal threat chair much could.,2023-09-18 09:38:48,214,370,41,9411,1617,38.65,46,Other,Burundi,Negative,Monday,33
Facebook,Link,Property might exactly early democratic strategy.,2023-09-18 09:38:17,88,281,132,3853,3692,13.57,39,Other,Central African Republic,Positive,Monday,49
Instagram,Image,Fine home recognize those beyond range.,2023-09-18 09:35:46,737,160,189,4623,3662,29.66,61,Female,Papua New Guinea,Neutral,Monday,39
Instagram,Video,Project focus us maybe magazine.,2023-09-18 09:10:09,196,171,45,5664,4862,8.47,53,Other,Cyprus,Neutral,Monday,32
Instagram,Link,Prepare relationship message join her concern.,2023-09-18 08:36:15,38,192,47,8533,2416,11.47,59,Female,Liechtenstein,Neutral,Monday,46
Twitter,Link,Sense black whether civil.,2023-09-18 08:24:44,439,267,51,9411,2939,25.76,19,Female,Bolivia,Positive,Monday,26
Twitter,Video,Least successful blood.,2023-09-18 08:19:39,484,476,148,7892,1677,66.07,21,Male,Singapore,Positive,Monday,23
Facebook,Image,Financial anything be play.,2023-09-18 06:51:38,962,345,129,5445,2752,52.18,19,Male,Korea,Negative,Monday,27
LinkedIn,Image,Them upon say cost.,2023-09-18 06:33:37,594,21,189,5323,4008,20.06,53,Male,Cape Verde,Negative,Monday,19
Twitter,Link,Prepare away per.,2023-09-18 05:40:54,130,189,84,2891,1882,21.41,32,Male,Antigua and Barbuda,Positive,Monday,17
Instagram,Link,Little various increase mention.,2023-09-18 04:50:55,604,298,86,4577,2429,40.68,58,Male,Comoros,Positive,Monday,32
Instagram,Image,Meet continue maintain federal prepare line parent.,2023-09-18 04:47:22,959,140,126,6042,4784,25.61,54,Other,Congo,Positive,Monday,51
Facebook,Video,Offer skin onto leave such play feel maintain.,2023-09-18 04:27:36,252,292,146,4790,4940,13.97,44,Male,South Georgia and the South Sandwich Islands,Negative,Monday,46
Instagram,Image,Rule term capital long.,2023-09-18 04:26:40,884,68,137,7583,4149,26.25,31,Female,Croatia,Neutral,Monday,23
Twitter,Image,Figure appear prove attention performance figure treatment.,2023-09-18 04:18:12,151,305,136,5664,2171,27.27,24,Male,Eritrea,Positive,Monday,59
LinkedIn,Video,Result never offer.,2023-09-18 03:47:27,714,67,75,6010,2278,37.58,47,Male,Ecuador,Negative,Monday,19
Twitter,Video,Study three measure structure past allow.,2023-09-18 03:37:50,831,245,57,1244,2614,43.34,47,Male,Montenegro,Positive,Monday,41
LinkedIn,Link,Mother make which part.,2023-09-18 01:56:48,177,316,126,7214,1326,46.68,35,Female,Armenia,Negative,Monday,23
Instagram,Video,Because push debate hope place return friend.,2023-09-18 01:40:31,619,102,163,8108,1840,48.04,42,Other,Angola,Negative,Monday,45
LinkedIn,Video,Day direction should water.,2023-09-18 01:16:15,520,50,95,8609,3589,18.53,19,Other,Vietnam,Positive,Monday,27
Twitter,Image,Hundred bar success structure question.,2023-09-18 00:59:32,129,361,177,1654,4670,14.28,48,Other,Australia,Neutral,Monday,39
Facebook,Video,Together fill after loss.,2023-09-18 00:35:48,367,34,173,2410,3553,16.16,30,Female,Saint Vincent and the Grenadines,Negative,Monday,25
Facebook,Link,How author page receive culture space character.,2023-09-18 00:20:35,583,63,174,6082,1863,44.02,20,Male,Nigeria,Negative,Monday,48
Twitter,Link,Size attack might catch fish attention.,2023-09-17 23:45:45,429,342,162,8746,1935,48.22,64,Other,Holy See (Vatican City State),Positive,Sunday,39
LinkedIn,Image,Away dinner end prepare.,2023-09-17 23:30:53,463,386,98,9751,3987,23.75,26,Other,Bolivia,Negative,Sunday,24
Facebook,Link,Increase whom his maybe art political.,2023-09-17 23:18:13,617,278,189,7564,1551,69.89,48,Female,Martinique,Positive,Sunday,38
Instagram,Video,Employee stage two many father between next.,2023-09-17 23:17:13,975,117,183,2012,4015,31.76,32,Other,Saint Barthelemy,Positive,Sunday,44
Twitter,Link,Result arm evening lead high human.,2023-09-17 22:36:39,332,355,33,1998,900,80.0,29,Female,Zambia,Neutral,Sunday,35
LinkedIn,Link,Social by money discuss fine.,2023-09-17 21:07:17,388,471,43,1171,4432,20.35,26,Male,Bosnia and Herzegovina,Neutral,Sunday,29
Instagram,Link,Hear road space leg special.,2023-09-17 20:09:46,825,47,87,9475,4715,20.34,35,Other,Turks and Caicos Islands,Neutral,Sunday,28
Facebook,Link,Most serve magazine every choose last analysis.,2023-09-17 19:38:57,618,210,136,2530,3511,27.46,47,Other,Mauritius,Negative,Sunday,47
Twitter,Link,Collection answer change state law stand fill degree.,2023-09-17 18:59:25,376,376,184,5509,2158,43.37,44,Other,New Caledonia,Negative,Sunday,53
Twitter,Video,Open program population question others ahead maybe.,2023-09-17 18:53:16,478,284,126,8017,3329,26.67,31,Female,Kiribati,Negative,Sunday,52
LinkedIn,Video,Also every within.,2023-09-17 18:23:27,387,34,164,1815,2123,27.56,61,Other,Paraguay,Negative,Sunday,18
Twitter,Video,Drop together individual able show almost.,2023-09-17 17:43:59,769,196,80,7328,1175,88.94,37,Male,Cocos (Keeling) Islands,Neutral,Sunday,42
Instagram,Video,See call particularly serious color including test.,2023-09-17 17:10:52,508,201,102,2369,3489,23.24,33,Other,Finland,Negative,Sunday,51
Twitter,Link,Lay lose why about.,2023-09-17 17:03:18,55,408,23,9952,1038,46.82,45,Female,Spain,Neutral,Sunday,19
Twitter,Video,Politics wear structure animal toward boy Mrs.,2023-09-17 16:25:06,217,79,189,1361,2919,16.62,33,Female,Hungary,Positive,Sunday,46
Facebook,Image,Serious use Democrat teach they toward short cause.,2023-09-17 16:00:23,750,45,8,3790,3524,22.79,45,Male,Japan,Neutral,Sunday,51
Twitter,Link,International society heavy true.,2023-09-17 14:54:35,583,32,89,6972,2773,25.39,46,Male,Suriname,Neutral,Sunday,33
Twitter,Image,Usually trade good picture cup organization.,2023-09-17 14:03:40,845,238,7,5858,1672,65.19,25,Other,Bolivia,Negative,Sunday,44
Facebook,Image,Medical loss forward.,2023-09-17 10:51:12,73,166,28,6595,4462,5.98,60,Male,Cape Verde,Neutral,Sunday,21
Twitter,Link,Senior nice near would theory agency.,2023-09-17 10:00:24,208,72,59,1483,3872,8.76,29,Male,Cambodia,Negative,Sunday,37
Twitter,Image,Out capital involve ago character know wrong.,2023-09-17 09:50:23,747,319,109,7916,2039,57.63,51,Male,Pakistan,Neutral,Sunday,45
Instagram,Link,Against identify executive develop sense talk.,2023-09-17 09:44:27,30,113,33,6197,1189,14.8,50,Male,Mauritania,Positive,Sunday,46
LinkedIn,Image,Foot food response different also seat.,2023-09-17 09:16:30,895,233,37,2704,4961,23.48,23,Other,Guernsey,Neutral,Sunday,39
Instagram,Image,Lot table generation.,2023-09-17 09:14:23,799,284,173,5801,1427,88.02,50,Male,Bosnia and Herzegovina,Positive,Sunday,21
Instagram,Video,Address budget subject southern manager it.,2023-09-17 06:24:57,308,323,39,1372,3621,18.5,48,Female,Guinea,Negative,Sunday,43
Facebook,Video,Official difficult style message itself garden quite whole.,2023-09-17 06:10:09,138,360,124,4432,2210,28.14,47,Female,Tanzania,Positive,Sunday,59
Twitter,Image,Help their several act ten.,2023-09-17 05:41:06,469,67,158,8663,1125,61.69,64,Female,British Indian Ocean Territory (Chagos Archipelago),Neutral,Sunday,27
Instagram,Link,Across hold when reflect break spring Democrat.,2023-09-17 03:41:30,509,302,32,3092,2067,40.78,44,Male,Botswana,Negative,Sunday,47
LinkedIn,Link,Woman two brother.,2023-09-17 03:18:54,755,94,198,6647,3957,26.46,34,Female,China,Neutral,Sunday,18
Facebook,Video,Use matter agent difficult carry surface rule.,2023-09-17 02:31:07,329,286,200,7562,4041,20.17,58,Other,Holy See (Vatican City State),Negative,Sunday,46
LinkedIn,Link,Late hard hour imagine soon weight.,2023-09-17 02:24:25,73,84,193,9278,3776,9.27,32,Male,Moldova,Negative,Sunday,35
Facebook,Image,He issue follow worry toward.,2023-09-17 01:16:09,840,240,197,2655,1476,86.52,57,Other,Netherlands Antilles,Negative,Sunday,29
Instagram,Video,Nor best behind store plant.,2023-09-17 01:03:12,480,217,188,1565,1201,73.69,43,Other,New Zealand,Negative,Sunday,28
Facebook,Image,Less note leader sit answer.,2023-09-17 00:12:40,243,464,170,8255,1617,54.24,38,Male,Pitcairn Islands,Neutral,Sunday,28
Facebook,Video,Join of to think red eye.,2023-09-16 22:36:06,799,196,81,4614,1297,82.96,32,Male,Thailand,Positive,Saturday,25
LinkedIn,Video,Identify happen person say general.,2023-09-16 21:56:58,274,16,18,2670,2065,14.92,33,Male,United States of America,Neutral,Saturday,35
Instagram,Link,Policy war guy simply couple rise.,2023-09-16 19:52:38,504,189,90,6140,1679,46.63,21,Other,American Samoa,Negative,Saturday,34
Instagram,Video,Movement Congress pass modern sometimes blood throughout.,2023-09-16 19:08:23,254,454,99,9271,1178,68.51,24,Male,Iceland,Negative,Saturday,57
Instagram,Image,Ever option daughter development ground test Congress.,2023-09-16 18:10:30,637,305,80,4708,4161,24.56,53,Male,Egypt,Negative,Saturday,54
LinkedIn,Image,Now yourself because nothing policy land.,2023-09-16 17:40:17,310,86,90,3169,4518,10.76,43,Male,Malawi,Neutral,Saturday,41
LinkedIn,Link,Us true nature unit.,2023-09-16 17:33:41,568,444,15,2445,1415,72.58,52,Male,Saint Helena,Negative,Saturday,20
Twitter,Link,Consumer during husband chair middle technology once.,2023-09-16 15:37:26,549,268,106,5758,3984,23.17,53,Other,Kenya,Neutral,Saturday,53
Twitter,Video,Heavy strong general check.,2023-09-16 15:35:28,495,18,14,2719,2694,19.56,48,Female,Georgia,Negative,Saturday,27
Twitter,Link,Something give enough source.,2023-09-16 14:51:48,791,245,145,1901,3347,35.29,49,Male,Suriname,Neutral,Saturday,29
Twitter,Video,Raise hope determine amount before time.,2023-09-16 14:14:30,970,218,31,8697,2322,52.5,40,Other,Panama,Positive,Saturday,40
Facebook,Link,Soon force positive mention collection outside.,2023-09-16 13:58:58,229,21,82,2092,1932,17.18,47,Male,Belgium,Neutral,Saturday,47
Instagram,Link,These at billion into spend.,2023-09-16 13:32:34,28,397,131,3003,4950,11.23,28,Female,British Indian Ocean Territory (Chagos Archipelago),Negative,Saturday,28
LinkedIn,Video,Quite prevent nation.,2023-09-16 13:04:05,378,64,197,9133,3965,16.12,26,Male,Guinea,Positive,Saturday,21
Facebook,Image,Though outside office offer weight worker.,2023-09-16 12:35:34,993,189,15,3496,3046,39.3,39,Female,Portugal,Positive,Saturday,42
Facebook,Link,Personal nothing challenge lawyer.,2023-09-16 12:33:12,785,447,93,9320,1627,81.44,46,Female,Ireland,Negative,Saturday,34
LinkedIn,Video,Top training experience good.,2023-09-16 12:32:00,714,209,109,8518,2337,44.16,59,Female,Azerbaijan,Positive,Saturday,29
LinkedIn,Link,International few administration.,2023-09-16 11:28:58,68,343,34,6132,4094,10.87,48,Male,Swaziland,Negative,Saturday,33
Twitter,Image,Big wear hot poor.,2023-09-16 11:05:11,89,64,60,6452,2908,7.32,33,Other,Canada,Neutral,Saturday,18
Twitter,Link,Finally son these around again stuff him.,2023-09-16 10:33:02,80,488,37,6795,1879,32.2,28,Male,Mozambique,Negative,Saturday,41
LinkedIn,Video,Six low style six expect dinner song morning.,2023-09-16 10:24:31,606,342,133,6802,3640,29.7,20,Other,Austria,Positive,Saturday,45
Facebook,Image,Day skin mention reality surface page.,2023-09-16 09:58:18,556,294,53,9156,2313,39.04,48,Other,Ecuador,Neutral,Saturday,38
Facebook,Image,Tax yard drive attack candidate all television.,2023-09-16 09:38:03,936,4,110,2155,4457,23.56,61,Female,Montenegro,Negative,Saturday,47
Facebook,Video,Nature who truth forget agency.,2023-09-16 09:35:36,408,152,141,3232,4865,14.41,24,Female,Pakistan,Positive,Saturday,31
LinkedIn,Link,Population walk choice standard that evening friend.,2023-09-16 09:31:22,454,254,48,5803,1240,60.97,41,Female,Thailand,Positive,Saturday,52
LinkedIn,Video,Building international keep old.,2023-09-16 08:54:33,1000,268,16,2290,2420,53.06,24,Other,Hong Kong,Neutral,Saturday,32
Instagram,Video,Argue miss money including.,2023-09-16 08:49:09,465,43,72,8539,2385,24.32,46,Female,Bahamas,Positive,Saturday,27
Twitter,Video,Central none better work.,2023-09-16 08:46:23,343,95,38,7291,1638,29.06,33,Male,Iraq,Neutral,Saturday,25
Twitter,Video,Soldier consider which rate enter camera among.,2023-09-16 07:34:11,838,354,124,1779,2877,45.74,63,Male,Bermuda,Neutral,Saturday,47
Twitter,Link,Smile to worry figure Congress.,2023-09-16 07:23:04,25,68,60,4442,3382,4.52,25,Other,Congo,Neutral,Saturday,31
Instagram,Image,Boy leave meet buy amount public any.,2023-09-16 06:55:15,242,434,65,6262,4556,16.26,65,Male,Denmark,Neutral,Saturday,37
Twitter,Link,Bad feeling put them compare.,2023-09-16 06:38:38,43,244,75,5019,1226,29.53,20,Female,Liechtenstein,Positive,Saturday,29
LinkedIn,Video,Cause couple painting sit young not get.,2023-09-16 06:32:45,13,64,62,9695,632,21.99,51,Other,Gabon,Neutral,Saturday,40
Facebook,Video,Food financial nation challenge first occur.,2023-09-16 05:52:32,685,48,68,5286,3987,20.09,51,Other,Namibia,Negative,Saturday,44
Facebook,Link,Product customer establish PM by or campaign.,2023-09-16 05:09:18,469,172,189,6025,4687,17.71,23,Male,Djibouti,Negative,Saturday,45
Instagram,Image,Hair its might deep art and together.,2023-09-16 04:49:13,521,99,120,4792,4128,17.93,60,Other,Suriname,Positive,Saturday,37
Instagram,Image,Address more eye important source better figure.,2023-09-16 02:53:48,842,286,191,7026,4575,28.83,56,Male,Kyrgyz Republic,Positive,Saturday,48
Instagram,Link,True event safe reduce senior glass season.,2023-09-16 02:52:46,446,366,177,2006,2217,44.61,20,Male,Lao People's Democratic Republic,Neutral,Saturday,43
Facebook,Image,Look perform rest glass staff future.,2023-09-16 01:52:08,166,472,32,6799,3069,21.83,55,Female,Nauru,Neutral,Saturday,37
Twitter,Video,Election church travel ball visit.,2023-09-16 01:26:42,693,167,138,8938,4352,22.93,31,Other,South Georgia and the South Sandwich Islands,Negative,Saturday,34
Twitter,Video,Per accept sure firm.,2023-09-16 00:18:10,176,454,65,2810,2179,31.9,39,Male,Seychelles,Negative,Saturday,21
LinkedIn,Video,Republican table word hotel society project rich.,2023-09-15 23:52:23,81,5,79,5310,4445,3.71,53,Female,Ukraine,Negative,Friday,49
Instagram,Link,Federal should scene night size.,2023-09-15 23:39:05,77,93,122,6353,4792,6.09,22,Female,Congo,Neutral,Friday,32
Twitter,Video,Media put despite hold those she.,2023-09-15 23:23:11,544,377,185,2181,4293,25.76,20,Other,Kyrgyz Republic,Neutral,Friday,33
Twitter,Link,Message goal attorney size door agent.,2023-09-15 23:15:09,548,330,88,5188,4041,23.9,58,Other,Lithuania,Neutral,Friday,38
Twitter,Image,Common goal sign economy ten.,2023-09-15 22:54:53,408,69,84,3171,3109,18.04,34,Other,Lithuania,Positive,Friday,29
Instagram,Image,Road name my show coach page somebody.,2023-09-15 21:41:50,262,192,127,4816,3685,15.77,65,Male,Belarus,Neutral,Friday,38
LinkedIn,Link,Week million effect science win myself sing civil.,2023-09-15 21:38:15,582,382,182,1692,3361,34.1,65,Other,Cayman Islands,Negative,Friday,50
Twitter,Video,Across million success television sort.,2023-09-15 21:16:21,975,170,196,4994,1404,95.51,25,Other,Ghana,Neutral,Friday,39
Twitter,Video,On quickly simple run situation.,2023-09-15 20:45:18,262,226,117,4834,3815,15.86,19,Female,Guam,Neutral,Friday,32
Instagram,Video,Time everyone hotel continue arrive detail.,2023-09-15 19:57:11,723,312,54,7640,1766,61.66,38,Female,Bulgaria,Positive,Friday,43
Twitter,Image,Image ability different after suffer figure.,2023-09-15 19:55:42,483,172,91,8336,3196,23.34,47,Female,New Caledonia,Positive,Friday,44
Twitter,Image,Though role education event cell successful Congress.,2023-09-15 17:24:36,106,112,41,9495,2451,10.57,40,Female,Nauru,Negative,Friday,53
Instagram,Video,Back cold their dark newspaper road yet chance.,2023-09-15 17:11:15,810,123,15,3462,4455,21.28,26,Male,Guinea,Neutral,Friday,47
Facebook,Video,Sign contain level memory Democrat record mean your.,2023-09-15 17:11:11,914,143,92,1605,2784,41.27,36,Other,Bouvet Island (Bouvetoya),Negative,Friday,52
Twitter,Video,Computer also argue play believe we himself.,2023-09-15 16:27:30,83,124,157,6296,2910,12.51,33,Other,Barbados,Negative,Friday,44
Facebook,Image,Treatment candidate performance.,2023-09-15 16:27:22,448,342,147,3276,1318,71.09,50,Other,Guam,Positive,Friday,32
Twitter,Video,Trial good be all from.,2023-09-15 16:13:25,301,425,133,2722,4158,20.66,42,Male,Oman,Neutral,Friday,23
Instagram,Video,Painting interest family center about.,2023-09-15 15:31:16,796,319,115,6779,4469,27.52,57,Female,Cape Verde,Negative,Friday,38
LinkedIn,Image,Of nor other treatment seem.,2023-09-15 14:25:47,533,125,114,1157,818,94.38,39,Other,Mali,Negative,Friday,28
LinkedIn,Image,Tough personal order practice course control red arm.,2023-09-15 13:40:42,227,200,105,4349,1767,30.11,22,Female,Martinique,Neutral,Friday,53
Twitter,Video,Behind TV glass someone.,2023-09-15 13:11:11,35,215,70,9358,3050,10.49,48,Male,Falkland Islands (Malvinas),Positive,Friday,24
Instagram,Image,Worker start member community there edge.,2023-09-15 12:44:23,150,36,132,7684,4225,7.53,43,Other,Tuvalu,Negative,Friday,41
Instagram,Link,Minute cause represent.,2023-09-15 12:33:23,888,239,188,7545,2091,62.89,58,Other,Grenada,Positive,Friday,23
Twitter,Video,Policy various such go model.,2023-09-15 12:27:00,188,289,44,6354,4790,10.88,62,Other,Reunion,Neutral,Friday,29
LinkedIn,Link,No space debate speech look point wonder organization.,2023-09-15 12:25:01,974,477,95,1962,4627,33.41,64,Male,Western Sahara,Negative,Friday,54
Instagram,Video,Draw fly somebody.,2023-09-15 12:22:21,248,444,40,8610,2356,31.07,56,Other,Honduras,Negative,Friday,18
LinkedIn,Video,Million small particular agency probably base.,2023-09-15 11:52:54,349,139,54,8695,909,59.63,22,Female,Uzbekistan,Positive,Friday,46
Instagram,Link,Audience material both education.,2023-09-15 11:42:04,481,332,102,6274,1212,75.5,65,Male,Austria,Positive,Friday,33
Instagram,Video,Number knowledge quality strategy share.,2023-09-15 11:19:55,678,120,101,7847,3753,23.95,19,Female,Niger,Neutral,Friday,40
Facebook,Video,Note different plant maybe.,2023-09-15 11:14:56,525,380,139,9156,2706,38.58,39,Female,Costa Rica,Positive,Friday,27
Twitter,Image,Couple sit on offer establish.,2023-09-15 10:42:31,895,348,32,8408,2744,46.47,33,Male,Angola,Negative,Friday,30
Instagram,Link,Parent receive everybody page.,2023-09-15 10:37:37,510,56,37,7648,2996,20.13,31,Other,Italy,Positive,Friday,30
Instagram,Video,Process position security space southern decade.,2023-09-15 09:10:53,575,195,196,5606,4444,21.74,55,Other,France,Negative,Friday,48
Facebook,Link,Structure suddenly positive relate Mrs.,2023-09-15 07:00:28,89,493,5,4855,2818,20.83,23,Other,Trinidad and Tobago,Positive,Friday,39
LinkedIn,Link,Loss especially leave.,2023-09-15 06:49:44,123,62,46,9726,2593,8.91,36,Male,Christmas Island,Positive,Friday,22
Instagram,Link,Inside me he film join.,2023-09-15 06:05:10,761,236,5,3809,3836,26.12,57,Other,Singapore,Negative,Friday,23
Instagram,Video,Owner century successful environment.,2023-09-15 05:51:28,724,253,31,8400,4832,20.86,30,Male,Saint Pierre and Miquelon,Neutral,Friday,37
Instagram,Video,Station weight rule today.,2023-09-15 05:51:01,102,339,191,9035,3820,16.54,51,Other,Cyprus,Positive,Friday,26
Instagram,Image,Kid never inside son land send.,2023-09-15 05:48:52,14,390,110,1812,4865,10.57,52,Female,Honduras,Positive,Friday,31
Twitter,Video,Social store common perform sing trouble.,2023-09-15 04:41:17,619,334,192,8454,3087,37.09,52,Female,Luxembourg,Neutral,Friday,41
LinkedIn,Image,Rise clearly fill very sport reach practice media.,2023-09-15 04:16:07,506,156,86,3396,2633,28.41,45,Other,Egypt,Positive,Friday,50
Twitter,Link,Money top week wait do.,2023-09-15 04:01:31,22,485,110,8173,2714,22.73,42,Female,Aruba,Positive,Friday,23
Instagram,Link,Night shoulder as performance week board.,2023-09-15 03:17:07,458,243,16,8971,1940,36.96,42,Male,Brazil,Positive,Friday,41
Facebook,Image,Ground during him social whether.,2023-09-15 01:52:06,824,348,152,6435,2963,44.68,46,Other,Solomon Islands,Negative,Friday,33
Twitter,Link,Assume so wrong apply present their process.,2023-09-15 01:48:56,220,255,86,4274,1209,46.4,41,Female,Benin,Negative,Friday,44
Facebook,Link,Strategy benefit measure.,2023-09-15 01:21:29,480,134,196,2508,3835,21.12,34,Other,Algeria,Neutral,Friday,25
Instagram,Link,Pattern national outside quite according sister enter by.,2023-09-15 00:56:12,791,53,76,9832,1574,58.45,35,Male,Papua New Guinea,Neutral,Friday,57
Twitter,Video,Nothing them dream for.,2023-09-15 00:52:14,980,231,36,1447,3769,33.09,47,Male,Samoa,Neutral,Friday,23
Twitter,Image,Able check air arm.,2023-09-14 23:58:19,127,396,102,7394,4111,15.2,41,Female,Nauru,Negative,Thursday,19
Facebook,Image,Guess me financial present herself list although.,2023-09-14 23:45:30,162,351,37,6680,4910,11.2,64,Female,Malta,Neutral,Thursday,49
Twitter,Link,Expert approach morning finish begin form.,2023-09-14 23:37:07,243,235,134,3749,2111,28.99,56,Female,Georgia,Negative,Thursday,42
Facebook,Image,Look huge over page.,2023-09-14 23:23:21,330,111,124,1119,4633,12.2,18,Female,Jersey,Negative,Thursday,20
LinkedIn,Image,Day garden lead dinner our from always.,2023-09-14 23:10:43,965,440,197,6588,3228,49.63,23,Male,Denmark,Negative,Thursday,39
Instagram,Image,Unit ever green simple.,2023-09-14 22:58:26,126,376,196,9491,2014,34.66,59,Female,Portugal,Positive,Thursday,23
Instagram,Video,Impact find argue over plan save which.,2023-09-14 22:16:17,507,252,21,9790,1747,44.65,23,Female,Serbia,Negative,Thursday,39
Twitter,Video,Sound fear great buy.,2023-09-14 22:14:01,315,374,126,8353,4898,16.64,49,Other,Latvia,Neutral,Thursday,21
